TXNAME	GENEID	chr1
ENST00000791927.1	ENSG00000227373.7	0
ENST00000791928.1	ENSG00000227373.7	0
ENST00000791929.1	ENSG00000227373.7	0
ENST00000791930.1	ENSG00000227373.7	0
ENST00000791931.1	ENSG00000227373.7	0
ENST00000791932.1	ENSG00000227373.7	0
ENST00000791933.1	ENSG00000227373.7	0
ENST00000791934.1	ENSG00000227373.7	0
ENST00000791935.1	ENSG00000227373.7	0
ENST00000791936.1	ENSG00000227373.7	0
ENST00000791937.1	ENSG00000227373.7	0
ENST00000791938.1	ENSG00000227373.7	0
ENST00000791939.1	ENSG00000227373.7	0
ENST00000791940.1	ENSG00000227373.7	0
ENST00000791941.1	ENSG00000227373.7	0
ENST00000791942.1	ENSG00000227373.7	0
ENST00000791949.1	ENSG00000287364.2	0
ENST00000791950.1	ENSG00000287364.2	0
ENST00000791999.1	ENSG00000231252.5	0
ENST00000792000.1	ENSG00000231252.5	0
ENST00000792001.1	ENSG00000231252.5	0
ENST00000792002.1	ENSG00000231252.5	0
ENST00000792003.1	ENSG00000231252.5	0
ENST00000792004.1	ENSG00000231252.5	0
ENST00000792005.1	ENSG00000231252.5	0
ENST00000792014.1	ENSG00000303126.1	0
ENST00000792032.1	ENSG00000228826.4	0
ENST00000792033.1	ENSG00000228826.4	0
ENST00000792084.1	ENSG00000227240.3	0
ENST00000792134.1	ENSG00000303134.1	0
ENST00000792154.1	ENSG00000285570.2	0
ENST00000792155.1	ENSG00000303141.1	0
ENST00000792156.1	ENSG00000303141.1	0
ENST00000792157.1	ENSG00000303141.1	0
ENST00000792158.1	ENSG00000303141.1	0
ENST00000792159.1	ENSG00000303141.1	0
ENST00000792160.1	ENSG00000303141.1	0
ENST00000792161.1	ENSG00000303141.1	0
ENST00000792162.1	ENSG00000303141.1	0
ENST00000792169.1	ENSG00000303143.1	0
ENST00000792236.1	ENSG00000226889.5	0
ENST00000792237.1	ENSG00000226889.5	0
ENST00000792238.1	ENSG00000226889.5	0
ENST00000792239.1	ENSG00000226889.5	0
ENST00000792240.1	ENSG00000226889.5	0
ENST00000792241.1	ENSG00000226889.5	0
ENST00000792242.1	ENSG00000226889.5	0
ENST00000792243.1	ENSG00000226889.5	0
ENST00000792244.1	ENSG00000226889.5	0
ENST00000792245.1	ENSG00000226889.5	0
ENST00000792246.1	ENSG00000226889.5	0
ENST00000792266.1	ENSG00000303159.1	0
ENST00000792267.1	ENSG00000303159.1	0
ENST00000792268.1	ENSG00000303159.1	0
ENST00000792356.1	ENSG00000224592.6	0
ENST00000792357.1	ENSG00000224592.6	0
ENST00000792358.1	ENSG00000224592.6	0
ENST00000792359.1	ENSG00000224592.6	0
ENST00000792360.1	ENSG00000224592.6	0
ENST00000792361.1	ENSG00000224592.6	0
ENST00000792362.1	ENSG00000224592.6	0
ENST00000792363.1	ENSG00000224592.6	0
ENST00000792364.1	ENSG00000224592.6	0
ENST00000792365.1	ENSG00000224592.6	0
ENST00000792366.1	ENSG00000224592.6	0
ENST00000792367.1	ENSG00000224592.6	0
ENST00000792368.1	ENSG00000224592.6	0
ENST00000792369.1	ENSG00000224592.6	0
ENST00000792370.1	ENSG00000224592.6	0
ENST00000792371.1	ENSG00000225675.3	0
ENST00000792372.1	ENSG00000225675.3	0
ENST00000792491.1	ENSG00000226938.2	0
ENST00000792492.1	ENSG00000226938.2	0
ENST00000792493.1	ENSG00000226938.2	0
ENST00000792494.1	ENSG00000226938.2	0
ENST00000792495.1	ENSG00000226938.2	0
ENST00000792496.1	ENSG00000226938.2	0
ENST00000792497.1	ENSG00000226938.2	0
ENST00000792498.1	ENSG00000226938.2	0
ENST00000792499.1	ENSG00000226938.2	0
ENST00000792500.1	ENSG00000226938.2	0
ENST00000792501.1	ENSG00000226938.2	0
ENST00000792502.1	ENSG00000226938.2	0
ENST00000792503.1	ENSG00000226938.2	0
ENST00000792507.1	ENSG00000125462.21	0
ENST00000792508.1	ENSG00000125462.21	0
ENST00000792509.1	ENSG00000125462.21	0
ENST00000792510.1	ENSG00000125462.21	0
ENST00000792511.1	ENSG00000125462.21	0
ENST00000792512.1	ENSG00000125462.21	0
ENST00000792513.1	ENSG00000303176.1	0
ENST00000792523.1	ENSG00000303180.1	0
ENST00000792524.1	ENSG00000303180.1	0
ENST00000792525.1	ENSG00000303180.1	0
ENST00000792526.1	ENSG00000303180.1	0
ENST00000792527.1	ENSG00000303180.1	0
ENST00000792528.1	ENSG00000303180.1	0
ENST00000792529.1	ENSG00000303180.1	0
ENST00000792530.1	ENSG00000303180.1	0
ENST00000792531.1	ENSG00000303180.1	0
ENST00000792638.1	ENSG00000303194.1	0
ENST00000792685.1	ENSG00000303202.1	0
ENST00000793032.1	ENSG00000303229.1	0
ENST00000793289.1	ENSG00000303267.1	0
ENST00000793364.1	ENSG00000303283.1	0
ENST00000793379.1	ENSG00000227959.3	0
ENST00000793381.1	ENSG00000227959.3	0
ENST00000793382.1	ENSG00000227959.3	0
ENST00000793383.1	ENSG00000227959.3	0
ENST00000793384.1	ENSG00000227959.3	0
ENST00000793385.1	ENSG00000227959.3	0
ENST00000793386.1	ENSG00000227959.3	0
ENST00000793418.1	ENSG00000238242.3	0
ENST00000793460.1	ENSG00000303300.1	0
ENST00000793538.1	ENSG00000228035.2	0
ENST00000793539.1	ENSG00000228035.2	0
ENST00000793540.1	ENSG00000228035.2	0
ENST00000793541.1	ENSG00000228035.2	0
ENST00000793542.1	ENSG00000228035.2	0
ENST00000793543.1	ENSG00000228035.2	0
ENST00000793544.1	ENSG00000228035.2	0
ENST00000793545.1	ENSG00000228035.2	0
ENST00000793546.1	ENSG00000228035.2	0
ENST00000793765.1	ENSG00000303336.1	0
ENST00000793772.1	ENSG00000285698.2	0
ENST00000793773.1	ENSG00000285698.2	0
ENST00000793846.1	ENSG00000303353.1	0
ENST00000793914.1	ENSG00000303361.1	0
ENST00000793915.1	ENSG00000303361.1	0
ENST00000793916.1	ENSG00000303361.1	0
ENST00000793918.1	ENSG00000303361.1	0
ENST00000793920.1	ENSG00000303361.1	0
ENST00000793922.1	ENSG00000303361.1	0
ENST00000793923.1	ENSG00000303361.1	0
ENST00000793925.1	ENSG00000303361.1	0
ENST00000793926.1	ENSG00000303361.1	0
ENST00000793927.1	ENSG00000303361.1	0
ENST00000793928.1	ENSG00000303361.1	0
ENST00000793929.1	ENSG00000303361.1	0
ENST00000793930.1	ENSG00000303361.1	0
ENST00000793931.1	ENSG00000303361.1	0
ENST00000793932.1	ENSG00000303361.1	0
ENST00000793933.1	ENSG00000303361.1	0
ENST00000793934.1	ENSG00000303361.1	0
ENST00000793935.1	ENSG00000303361.1	0
ENST00000793936.1	ENSG00000303361.1	0
ENST00000793937.1	ENSG00000303361.1	0
ENST00000793938.1	ENSG00000303361.1	0
ENST00000793939.1	ENSG00000303361.1	0
ENST00000793940.1	ENSG00000303361.1	0
ENST00000793941.1	ENSG00000303361.1	0
ENST00000793942.1	ENSG00000303361.1	0
ENST00000793943.1	ENSG00000303361.1	0
ENST00000793944.1	ENSG00000303361.1	0
ENST00000793945.1	ENSG00000303361.1	0
ENST00000793946.1	ENSG00000303361.1	0
ENST00000793990.1	ENSG00000233008.9	0
ENST00000793991.1	ENSG00000233008.9	0
ENST00000793992.1	ENSG00000233008.9	0
ENST00000793993.1	ENSG00000233008.9	0
ENST00000793994.1	ENSG00000233008.9	0
ENST00000793995.1	ENSG00000233008.9	0
ENST00000793996.1	ENSG00000233008.9	0
ENST00000793997.1	ENSG00000233008.9	0
ENST00000793998.1	ENSG00000233008.9	0
ENST00000793999.1	ENSG00000233008.9	0
ENST00000794000.1	ENSG00000233008.9	0
ENST00000794001.1	ENSG00000233008.9	0
ENST00000794002.1	ENSG00000233008.9	0
ENST00000794003.1	ENSG00000233008.9	0
ENST00000794004.1	ENSG00000233008.9	0
ENST00000794005.1	ENSG00000233008.9	0
ENST00000794006.1	ENSG00000233008.9	0
ENST00000794007.1	ENSG00000233008.9	0
ENST00000794008.1	ENSG00000233008.9	0
ENST00000794009.1	ENSG00000233008.9	0
ENST00000794010.1	ENSG00000233008.9	0
ENST00000794011.1	ENSG00000233008.9	0
ENST00000794012.1	ENSG00000233008.9	0
ENST00000794013.1	ENSG00000233008.9	0
ENST00000794014.1	ENSG00000233008.9	0
ENST00000794015.1	ENSG00000233008.9	0
ENST00000794016.1	ENSG00000233008.9	0
ENST00000794017.1	ENSG00000233008.9	0
ENST00000794018.1	ENSG00000233008.9	0
ENST00000794019.1	ENSG00000233008.9	0
ENST00000794020.1	ENSG00000233008.9	0
ENST00000794021.1	ENSG00000233008.9	0
ENST00000794022.1	ENSG00000233008.9	0
ENST00000794023.1	ENSG00000233008.9	0
ENST00000794024.1	ENSG00000233008.9	0
ENST00000794025.1	ENSG00000233008.9	0
ENST00000794026.1	ENSG00000233008.9	0
ENST00000794027.1	ENSG00000233008.9	0
ENST00000794028.1	ENSG00000233008.9	0
ENST00000794029.1	ENSG00000233008.9	0
ENST00000794030.1	ENSG00000233008.9	0
ENST00000794031.1	ENSG00000233008.9	0
ENST00000794032.1	ENSG00000233008.9	0
ENST00000794033.1	ENSG00000233008.9	0
ENST00000794034.1	ENSG00000233008.9	0
ENST00000794035.1	ENSG00000233008.9	0
ENST00000794078.1	ENSG00000303386.1	0
ENST00000794079.1	ENSG00000303386.1	0
ENST00000794254.1	ENSG00000303404.1	0
ENST00000794270.1	ENSG00000303408.1	0
ENST00000794273.1	ENSG00000231364.4	0
ENST00000794274.1	ENSG00000231364.4	0
ENST00000794275.1	ENSG00000231364.4	0
ENST00000794276.1	ENSG00000231364.4	0
ENST00000794277.1	ENSG00000231364.4	0
ENST00000794278.1	ENSG00000231364.4	0
ENST00000794279.1	ENSG00000231364.4	0
ENST00000794280.1	ENSG00000231364.4	0
ENST00000794281.1	ENSG00000231364.4	0
ENST00000794282.1	ENSG00000231364.4	0
ENST00000794283.1	ENSG00000231364.4	0
ENST00000794284.1	ENSG00000231364.4	0
ENST00000794285.1	ENSG00000231364.4	0
ENST00000794286.1	ENSG00000231364.4	0
ENST00000794287.1	ENSG00000231364.4	0
ENST00000794288.1	ENSG00000231364.4	0
ENST00000794289.1	ENSG00000231364.4	0
ENST00000794290.1	ENSG00000231364.4	0
ENST00000794292.1	ENSG00000303412.1	0
ENST00000794293.1	ENSG00000303412.1	0
ENST00000794294.1	ENSG00000303412.1	0
ENST00000794295.1	ENSG00000303412.1	0
ENST00000794434.1	ENSG00000303431.1	0
ENST00000794435.1	ENSG00000237076.3	0
ENST00000794436.1	ENSG00000237076.3	0
ENST00000794437.1	ENSG00000237076.3	0
ENST00000794438.1	ENSG00000237076.3	0
ENST00000794439.1	ENSG00000237076.3	0
ENST00000794685.1	ENSG00000229444.2	0
ENST00000794690.1	ENSG00000229444.2	0
ENST00000794691.1	ENSG00000229444.2	0
ENST00000794716.1	ENSG00000303457.1	0
ENST00000794717.1	ENSG00000303457.1	0
ENST00000794718.1	ENSG00000303457.1	0
ENST00000794719.1	ENSG00000303457.1	0
ENST00000794751.1	ENSG00000303463.1	0
ENST00000794752.1	ENSG00000303463.1	0
ENST00000794849.1	ENSG00000289566.3	0
ENST00000794850.1	ENSG00000289566.3	0
ENST00000794851.1	ENSG00000303470.1	0
ENST00000794867.1	ENSG00000287513.2	0
ENST00000794917.1	ENSG00000237250.4	0
ENST00000794938.1	ENSG00000303487.1	0
ENST00000794952.1	ENSG00000303493.1	0
ENST00000795129.1	ENSG00000303499.1	0
ENST00000795268.1	ENSG00000293132.2	0
ENST00000795269.1	ENSG00000303525.1	0
ENST00000795270.1	ENSG00000303525.1	0
ENST00000795271.1	ENSG00000303525.1	0
ENST00000795272.1	ENSG00000303525.1	0
ENST00000795273.1	ENSG00000303525.1	0
ENST00000795274.1	ENSG00000303525.1	0
ENST00000795275.1	ENSG00000303525.1	0
ENST00000795458.1	ENSG00000303544.1	0
ENST00000795459.1	ENSG00000303544.1	0
ENST00000795514.1	ENSG00000303550.1	0
ENST00000795545.1	ENSG00000303556.1	0
ENST00000795546.1	ENSG00000303556.1	0
ENST00000795596.1	ENSG00000303558.1	0
ENST00000795607.1	ENSG00000303559.1	0
ENST00000795688.1	ENSG00000303568.1	0
ENST00000795806.1	ENSG00000228172.6	0
ENST00000795807.1	ENSG00000228172.6	0
ENST00000795808.1	ENSG00000228172.6	0
ENST00000795809.1	ENSG00000228172.6	0
ENST00000795849.1	ENSG00000303581.1	1
ENST00000795854.1	ENSG00000197880.11	0
ENST00000795855.1	ENSG00000197880.11	0
ENST00000795856.1	ENSG00000197880.11	0
ENST00000795913.1	ENSG00000303589.3	0
ENST00000795914.1	ENSG00000303589.3	0
ENST00000795915.1	ENSG00000303589.3	0
ENST00000795916.1	ENSG00000303589.3	0
ENST00000795917.1	ENSG00000303589.3	0
ENST00000795918.1	ENSG00000303589.3	0
ENST00000795919.1	ENSG00000303589.3	0
ENST00000796003.1	ENSG00000303599.1	0
ENST00000796004.1	ENSG00000303599.1	0
ENST00000796077.1	ENSG00000303614.1	0
ENST00000796101.1	ENSG00000288835.2	0
ENST00000796109.1	ENSG00000303619.1	0
ENST00000796159.1	ENSG00000303623.1	0
ENST00000796165.1	ENSG00000225077.4	0
ENST00000796166.1	ENSG00000225077.4	0
ENST00000796167.1	ENSG00000225077.4	0
ENST00000796168.1	ENSG00000225077.4	0
ENST00000796169.1	ENSG00000225077.4	0
ENST00000796170.1	ENSG00000225077.4	0
ENST00000796171.1	ENSG00000225077.4	0
ENST00000796172.1	ENSG00000225077.4	0
ENST00000796173.1	ENSG00000225077.4	0
ENST00000796174.1	ENSG00000225077.4	0
ENST00000796197.1	ENSG00000303628.1	0
ENST00000796198.1	ENSG00000303628.1	0
ENST00000796199.1	ENSG00000303628.1	0
ENST00000796200.1	ENSG00000303628.1	0
ENST00000796201.1	ENSG00000303628.1	0
ENST00000796216.1	ENSG00000303634.1	0
ENST00000796305.1	ENSG00000303653.1	0
ENST00000796306.1	ENSG00000303653.1	0
ENST00000796307.1	ENSG00000303653.1	0
ENST00000796308.1	ENSG00000303653.1	0
ENST00000796309.1	ENSG00000303653.1	0
ENST00000796310.1	ENSG00000303653.1	0
ENST00000796311.1	ENSG00000303653.1	0
ENST00000796312.1	ENSG00000303653.1	0
ENST00000796313.1	ENSG00000303653.1	0
ENST00000796314.1	ENSG00000303653.1	0
ENST00000796315.1	ENSG00000303653.1	0
ENST00000796316.1	ENSG00000303653.1	0
ENST00000796317.1	ENSG00000303653.1	0
ENST00000796318.1	ENSG00000303653.1	0
ENST00000796319.1	ENSG00000303653.1	0
ENST00000796320.1	ENSG00000303653.1	0
ENST00000796356.1	ENSG00000285462.2	0
ENST00000796357.1	ENSG00000285462.2	0
ENST00000796358.1	ENSG00000285462.2	0
ENST00000796359.1	ENSG00000285462.2	0
ENST00000796360.1	ENSG00000285462.2	0
ENST00000796361.1	ENSG00000285462.2	0
ENST00000796362.1	ENSG00000285462.2	0
ENST00000796363.1	ENSG00000285462.2	0
ENST00000796364.1	ENSG00000285462.2	0
ENST00000796365.1	ENSG00000285462.2	0
ENST00000796366.1	ENSG00000285462.2	0
ENST00000796399.1	ENSG00000233620.6	0
ENST00000796406.1	ENSG00000224939.2	0
ENST00000796423.1	ENSG00000290385.2	0
ENST00000796424.1	ENSG00000290385.2	0
ENST00000796425.1	ENSG00000290385.2	0
ENST00000796433.1	ENSG00000303676.1	0
ENST00000796482.1	ENSG00000228044.4	0
ENST00000796483.1	ENSG00000228044.4	0
ENST00000796484.1	ENSG00000228044.4	0
ENST00000796485.1	ENSG00000228044.4	0
ENST00000796486.1	ENSG00000228044.4	0
ENST00000796487.1	ENSG00000228044.4	0
ENST00000796488.1	ENSG00000228044.4	0
ENST00000796489.1	ENSG00000228044.4	0
ENST00000796490.1	ENSG00000228044.4	0
ENST00000796491.1	ENSG00000228044.4	0
ENST00000796492.1	ENSG00000228044.4	0
ENST00000796493.1	ENSG00000228044.4	0
ENST00000796494.1	ENSG00000228044.4	0
ENST00000796495.1	ENSG00000228044.4	0
ENST00000796496.1	ENSG00000228044.4	0
ENST00000796497.1	ENSG00000228044.4	0
ENST00000796498.1	ENSG00000228044.4	0
ENST00000796499.1	ENSG00000228044.4	0
ENST00000796500.1	ENSG00000228044.4	0
ENST00000796501.1	ENSG00000228044.4	0
ENST00000796502.1	ENSG00000228044.4	0
ENST00000796503.1	ENSG00000228044.4	0
ENST00000796504.1	ENSG00000228044.4	0
ENST00000796505.1	ENSG00000228044.4	0
ENST00000796506.1	ENSG00000228044.4	0
ENST00000796507.1	ENSG00000228044.4	0
ENST00000796508.1	ENSG00000228044.4	0
ENST00000796509.1	ENSG00000228044.4	0
ENST00000796510.1	ENSG00000228044.4	0
ENST00000796511.1	ENSG00000228044.4	0
ENST00000796512.1	ENSG00000228044.4	0
ENST00000796513.1	ENSG00000228044.4	0
ENST00000796514.1	ENSG00000228044.4	0
ENST00000796515.1	ENSG00000228044.4	0
ENST00000796516.1	ENSG00000228044.4	0
ENST00000796517.1	ENSG00000228044.4	0
ENST00000796518.1	ENSG00000228044.4	0
ENST00000796519.1	ENSG00000228044.4	0
ENST00000796520.1	ENSG00000228044.4	0
ENST00000796521.1	ENSG00000228044.4	0
ENST00000796522.1	ENSG00000228044.4	0
ENST00000796523.1	ENSG00000228044.4	0
ENST00000796524.1	ENSG00000228044.4	0
ENST00000796525.1	ENSG00000228044.4	0
ENST00000796541.1	ENSG00000303689.1	0
ENST00000796542.1	ENSG00000303689.1	0
ENST00000796543.1	ENSG00000303689.1	0
ENST00000796544.1	ENSG00000303689.1	0
ENST00000796545.1	ENSG00000303689.1	0
ENST00000796546.1	ENSG00000303689.1	0
ENST00000796547.1	ENSG00000303689.1	0
ENST00000796548.1	ENSG00000303689.1	0
ENST00000796549.1	ENSG00000303689.1	0
ENST00000796550.1	ENSG00000303689.1	0
ENST00000796551.1	ENSG00000303689.1	0
ENST00000796552.1	ENSG00000303689.1	0
ENST00000796553.1	ENSG00000303689.1	0
ENST00000796554.1	ENSG00000303689.1	0
ENST00000796555.1	ENSG00000303689.1	0
ENST00000796556.1	ENSG00000303689.1	0
ENST00000796557.1	ENSG00000303689.1	0
ENST00000796558.1	ENSG00000303689.1	0
ENST00000796559.1	ENSG00000303689.1	0
ENST00000796560.1	ENSG00000303689.1	0
ENST00000796561.1	ENSG00000303689.1	0
ENST00000796562.1	ENSG00000303689.1	0
ENST00000796563.1	ENSG00000303689.1	0
ENST00000796564.1	ENSG00000303689.1	0
ENST00000796565.1	ENSG00000303689.1	0
ENST00000796566.1	ENSG00000303689.1	0
ENST00000796567.1	ENSG00000303689.1	0
ENST00000796568.1	ENSG00000303689.1	0
ENST00000796569.1	ENSG00000303689.1	0
ENST00000796570.1	ENSG00000303689.1	0
ENST00000796571.1	ENSG00000303689.1	0
ENST00000796572.1	ENSG00000303689.1	0
ENST00000796573.1	ENSG00000303689.1	0
ENST00000796574.1	ENSG00000303689.1	0
ENST00000796579.1	ENSG00000303693.1	0
ENST00000796607.1	ENSG00000303695.1	0
ENST00000796608.1	ENSG00000303695.1	0
ENST00000796609.1	ENSG00000303695.1	0
ENST00000796610.1	ENSG00000303695.1	0
ENST00000796611.1	ENSG00000303695.1	0
ENST00000796612.1	ENSG00000303695.1	0
ENST00000796613.1	ENSG00000303695.1	0
ENST00000796615.1	ENSG00000303697.1	0
ENST00000796616.1	ENSG00000303697.1	0
ENST00000796676.1	ENSG00000303708.1	0
ENST00000796710.1	ENSG00000303716.1	0
ENST00000796716.1	ENSG00000303719.1	0
ENST00000796737.1	ENSG00000303726.1	0
ENST00000796861.1	ENSG00000303740.1	0
ENST00000796990.1	ENSG00000292994.2	0
ENST00000796991.1	ENSG00000292994.2	0
ENST00000797151.1	ENSG00000236601.3	0
ENST00000797152.1	ENSG00000236601.3	0
ENST00000797312.1	ENSG00000303815.1	0
ENST00000797313.1	ENSG00000303815.1	0
ENST00000797398.1	ENSG00000303830.1	0
ENST00000797399.1	ENSG00000303830.1	0
ENST00000797400.1	ENSG00000303830.1	0
ENST00000797401.1	ENSG00000303830.1	0
ENST00000797402.1	ENSG00000303830.1	0
ENST00000797403.1	ENSG00000303830.1	0
ENST00000797404.1	ENSG00000303830.1	0
ENST00000797405.1	ENSG00000303830.1	0
ENST00000797406.1	ENSG00000303830.1	0
ENST00000797407.1	ENSG00000303830.1	0
ENST00000797440.1	ENSG00000303841.1	0
ENST00000797441.1	ENSG00000303841.1	0
ENST00000797442.1	ENSG00000303841.1	0
ENST00000797443.1	ENSG00000303841.1	0
ENST00000797444.1	ENSG00000303841.1	0
ENST00000797445.1	ENSG00000303841.1	0
ENST00000797446.1	ENSG00000303841.1	0
ENST00000797447.1	ENSG00000303841.1	0
ENST00000797495.1	ENSG00000303850.1	0
ENST00000797539.1	ENSG00000303856.1	0
ENST00000797540.1	ENSG00000303856.1	0
ENST00000797600.1	ENSG00000237292.2	0
ENST00000797601.1	ENSG00000237292.2	0
ENST00000797602.1	ENSG00000237292.2	0
ENST00000797603.1	ENSG00000237292.2	0
ENST00000797604.1	ENSG00000237292.2	0
ENST00000797605.1	ENSG00000237292.2	0
ENST00000797606.1	ENSG00000237292.2	0
ENST00000797607.1	ENSG00000237292.2	0
ENST00000797608.1	ENSG00000237292.2	0
ENST00000797609.1	ENSG00000237292.2	0
ENST00000797610.1	ENSG00000237292.2	0
ENST00000797611.1	ENSG00000237292.2	0
ENST00000797612.1	ENSG00000237292.2	0
ENST00000797613.1	ENSG00000237292.2	0
ENST00000797614.1	ENSG00000237292.2	0
ENST00000797615.1	ENSG00000237292.2	0
ENST00000797616.1	ENSG00000237292.2	0
ENST00000797617.1	ENSG00000237292.2	0
ENST00000797618.1	ENSG00000237292.2	0
ENST00000797619.1	ENSG00000237292.2	0
ENST00000797620.1	ENSG00000237292.2	0
ENST00000797621.1	ENSG00000237292.2	0
ENST00000797622.1	ENSG00000237292.2	0
ENST00000797623.1	ENSG00000237292.2	0
ENST00000797624.1	ENSG00000237292.2	0
ENST00000797625.1	ENSG00000237292.2	0
ENST00000797749.1	ENSG00000303869.1	0
ENST00000797750.1	ENSG00000303869.1	0
ENST00000797853.1	ENSG00000303877.1	0
ENST00000797854.1	ENSG00000303877.1	0
ENST00000797862.1	ENSG00000225359.2	0
ENST00000797863.1	ENSG00000225359.2	0
ENST00000797979.1	ENSG00000303906.1	0
ENST00000797980.1	ENSG00000303906.1	0
ENST00000797981.1	ENSG00000303906.1	0
ENST00000797982.1	ENSG00000303906.1	0
ENST00000797983.1	ENSG00000303906.1	0
ENST00000797984.1	ENSG00000303906.1	0
ENST00000797985.1	ENSG00000303906.1	0
ENST00000797986.1	ENSG00000303906.1	0
ENST00000798203.1	ENSG00000290125.2	0
ENST00000798204.1	ENSG00000290125.2	0
ENST00000798367.1	ENSG00000303955.1	0
ENST00000798434.1	ENSG00000286198.4	0
ENST00000798435.1	ENSG00000286198.4	0
ENST00000798436.1	ENSG00000286198.4	0
ENST00000798437.1	ENSG00000286198.4	0
ENST00000798438.1	ENSG00000286198.4	0
ENST00000798439.1	ENSG00000286198.4	0
ENST00000798440.1	ENSG00000286198.4	0
ENST00000798441.1	ENSG00000286198.4	0
ENST00000798442.1	ENSG00000286198.4	0
ENST00000798443.1	ENSG00000286198.4	0
ENST00000798444.1	ENSG00000286198.4	0
ENST00000798456.1	ENSG00000231050.4	0
ENST00000798457.1	ENSG00000231050.4	0
ENST00000798458.1	ENSG00000231050.4	0
ENST00000798459.1	ENSG00000231050.4	0
ENST00000798460.1	ENSG00000231050.4	0
ENST00000798461.1	ENSG00000231050.4	0
ENST00000798462.1	ENSG00000231050.4	0
ENST00000798463.1	ENSG00000231050.4	0
ENST00000798464.1	ENSG00000231050.4	0
ENST00000798465.1	ENSG00000231050.4	0
ENST00000798466.1	ENSG00000231050.4	0
ENST00000798467.1	ENSG00000231050.4	0
ENST00000798468.1	ENSG00000231050.4	0
ENST00000798624.1	ENSG00000303977.1	0
ENST00000798625.1	ENSG00000303977.1	0
ENST00000798626.1	ENSG00000303977.1	0
ENST00000798640.1	ENSG00000303984.1	0
ENST00000798713.1	ENSG00000273406.2	0
ENST00000798714.1	ENSG00000273406.2	0
ENST00000798741.1	ENSG00000303995.1	0
ENST00000798742.1	ENSG00000303995.1	0
ENST00000798743.1	ENSG00000303995.1	0
ENST00000798744.1	ENSG00000303995.1	0
ENST00000798748.1	ENSG00000284743.2	0
ENST00000798782.1	ENSG00000272205.3	0
ENST00000798783.1	ENSG00000272205.3	0
ENST00000798784.1	ENSG00000272205.3	0
ENST00000798827.1	ENSG00000304011.1	0
ENST00000798828.1	ENSG00000304011.1	0
ENST00000798829.1	ENSG00000304011.1	0
ENST00000798830.1	ENSG00000304011.1	0
ENST00000798831.1	ENSG00000304011.1	0
ENST00000798832.1	ENSG00000304011.1	0
ENST00000798833.1	ENSG00000304011.1	0
ENST00000798834.1	ENSG00000304011.1	0
ENST00000798835.1	ENSG00000304011.1	0
ENST00000798836.1	ENSG00000304011.1	0
ENST00000798837.1	ENSG00000304011.1	0
ENST00000798838.1	ENSG00000304011.1	0
ENST00000798839.1	ENSG00000304011.1	0
ENST00000798840.1	ENSG00000304011.1	0
ENST00000798841.1	ENSG00000304011.1	0
ENST00000798842.1	ENSG00000304011.1	0
ENST00000798843.1	ENSG00000304011.1	0
ENST00000798844.1	ENSG00000304011.1	0
ENST00000798845.1	ENSG00000304011.1	0
ENST00000798846.1	ENSG00000304011.1	0
ENST00000798847.1	ENSG00000304011.1	0
ENST00000798848.1	ENSG00000304011.1	0
ENST00000798849.1	ENSG00000304011.1	0
ENST00000798850.1	ENSG00000304011.1	0
ENST00000798851.1	ENSG00000304011.1	0
ENST00000798896.1	ENSG00000288738.2	0
ENST00000798897.1	ENSG00000288738.2	0
ENST00000798898.1	ENSG00000288738.2	0
ENST00000798899.1	ENSG00000288738.2	0
ENST00000798900.1	ENSG00000288738.2	0
ENST00000798901.1	ENSG00000288738.2	0
ENST00000798902.1	ENSG00000288738.2	0
ENST00000798903.1	ENSG00000288738.2	0
ENST00000798904.1	ENSG00000288738.2	0
ENST00000798905.1	ENSG00000288738.2	0
ENST00000798906.1	ENSG00000288738.2	0
ENST00000798907.1	ENSG00000288738.2	0
ENST00000798908.1	ENSG00000288738.2	0
ENST00000798909.1	ENSG00000288738.2	0
ENST00000798910.1	ENSG00000288738.2	0
ENST00000798930.1	ENSG00000304021.1	0
ENST00000799012.1	ENSG00000304031.1	0
ENST00000799013.1	ENSG00000304031.1	0
ENST00000799014.1	ENSG00000304031.1	0
ENST00000799015.1	ENSG00000304031.1	0
ENST00000799016.1	ENSG00000304031.1	0
ENST00000799017.1	ENSG00000304031.1	0
ENST00000799018.1	ENSG00000304031.1	0
ENST00000799019.1	ENSG00000304031.1	0
ENST00000799020.1	ENSG00000304031.1	0
ENST00000799045.1	ENSG00000304038.1	0
ENST00000799046.1	ENSG00000304038.1	0
ENST00000799149.1	ENSG00000304055.1	0
ENST00000799150.1	ENSG00000304055.1	0
ENST00000799289.1	ENSG00000304060.1	0
ENST00000799478.1	ENSG00000304075.1	0
ENST00000799515.1	ENSG00000304077.1	0
ENST00000799554.1	ENSG00000291156.2	0
ENST00000799555.1	ENSG00000291156.2	0
ENST00000799556.1	ENSG00000291156.2	0
ENST00000799557.1	ENSG00000291156.2	0
ENST00000799558.1	ENSG00000291156.2	0
ENST00000799559.1	ENSG00000291156.2	0
ENST00000799560.1	ENSG00000291156.2	0
ENST00000799561.1	ENSG00000291156.2	0
ENST00000799562.1	ENSG00000291156.2	0
ENST00000799563.1	ENSG00000291156.2	0
ENST00000799564.1	ENSG00000291156.2	0
ENST00000799565.1	ENSG00000291156.2	0
ENST00000799566.1	ENSG00000291156.2	0
